Time [s], Analyzer Name, Decoded Protocol Result
0.912655000000000,Async Serial,' '
0.912742000000000,Async Serial,' '
0.912829500000000,Async Serial,' '
0.912916500000000,Async Serial,' '
0.913004000000000,Async Serial,' '
0.913091000000000,Async Serial,' '
0.913178500000000,Async Serial,' '
0.913266000000000,Async Serial,' '
0.913353000000000,Async Serial,' '
0.913440500000000,Async Serial,' '
0.913527500000000,Async Serial,' '
0.913615000000000,Async Serial,' '
0.913702000000000,Async Serial,' '
0.913789500000000,Async Serial,' '
0.913877000000000,Async Serial,' '
0.913964000000000,Async Serial,' '
0.914051500000000,Async Serial,' '
0.914138500000000,Async Serial,' '
0.914226000000000,Async Serial,' '
0.914313500000000,Async Serial,' '
0.914400500000000,Async Serial,' '
0.914488000000000,Async Serial,' '
0.914575000000000,Async Serial,' '
0.914662500000000,Async Serial,' '
0.914749500000000,Async Serial,' '
0.914837000000000,Async Serial,' '
0.914924500000000,Async Serial,' '
0.915011500000000,Async Serial,' '
0.915099000000000,Async Serial,' '
0.915186000000000,Async Serial,' '
0.915273500000000,Async Serial,' '
0.915360500000000,Async Serial,' '
0.915448000000000,Async Serial,' '
0.915535500000000,Async Serial,' '
0.915622500000000,Async Serial,' '
0.915710000000000,Async Serial,' '
0.915797000000000,Async Serial,' '
0.915884500000000,Async Serial,' '
0.915972000000000,Async Serial,' '
0.916059000000000,Async Serial,' '
0.916146500000000,Async Serial,' '
0.916260000000000,Async Serial,2
0.916347000000000,Async Serial,0
0.916434500000000,Async Serial,' '
0.916548000000000,Async Serial,f
0.916635000000000,Async Serial,8
0.916722500000000,Async Serial,' '
0.916836000000000,Async Serial,5
0.916923000000000,Async Serial,e
0.917010500000000,Async Serial,' '
0.917124000000000,Async Serial,a
0.917211500000000,Async Serial,a
0.917298500000000,Async Serial,' '
0.917412000000000,Async Serial,d
0.917499500000000,Async Serial,5
0.917586500000000,Async Serial,' '
0.917700000000000,Async Serial,a
0.917787500000000,Async Serial,3
0.917874500000000,Async Serial,' '
0.917988000000000,Async Serial,f
0.918075500000000,Async Serial,f
0.918162500000000,Async Serial,' '
0.918276000000000,Async Serial,f
0.918363500000000,Async Serial,f
0.918451000000000,Async Serial,' '
0.918564000000000,Async Serial,3
0.918651500000000,Async Serial,1
0.918739000000000,Async Serial,' '
0.918852500000000,Async Serial,3
0.918939500000000,Async Serial,6
0.919027000000000,Async Serial,' '
0.919140500000000,Async Serial,4
0.919227500000000,Async Serial,3
0.919315000000000,Async Serial,' '
0.919428500000000,Async Serial,4
0.919515500000000,Async Serial,5
0.919603000000000,Async Serial,' '
0.919742500000000,Async Serial,\n
0.919830000000000,Async Serial,\r
0.919917000000000,Async Serial,0
0.920004500000000,Async Serial,4
0.920092000000000,Async Serial,0
0.920179000000000,Async Serial,0
0.920266500000000,Async Serial,3
0.920353500000000,Async Serial,6
0.920441000000000,Async Serial,8
0.920528500000000,Async Serial,0
0.920615500000000,Async Serial,:
0.920703000000000,Async Serial,' '
0.920816500000000,Async Serial,4
0.920903500000000,Async Serial,2
0.920991000000000,Async Serial,' '
0.921104500000000,Async Serial,3
0.921191500000000,Async Serial,7
0.921279000000000,Async Serial,' '
0.921392500000000,Async Serial,3
0.921479500000000,Async Serial,6
0.921567000000000,Async Serial,' '
0.921680500000000,Async Serial,3
0.921768000000000,Async Serial,9
0.921855000000000,Async Serial,' '
0.921968500000000,Async Serial,4
0.922056000000000,Async Serial,1
0.922143000000000,Async Serial,' '
0.922256500000000,Async Serial,3
0.922344000000000,Async Serial,6
0.922431000000000,Async Serial,' '
0.922544500000000,Async Serial,4
0.922632000000000,Async Serial,6
0.922719000000000,Async Serial,' '
0.922832500000000,Async Serial,4
0.922920000000000,Async Serial,1
0.923007500000000,Async Serial,' '
0.923120500000000,Async Serial,4
0.923208000000000,Async Serial,5
0.923295500000000,Async Serial,' '
0.923409000000000,Async Serial,3
0.923496000000000,Async Serial,2
0.923583500000000,Async Serial,' '
0.923697000000000,Async Serial,3
0.923784000000000,Async Serial,3
0.923871500000000,Async Serial,' '
0.923985000000000,Async Serial,3
0.924072000000000,Async Serial,3
0.924159500000000,Async Serial,' '
0.924273000000000,Async Serial,3
0.924360000000000,Async Serial,1
0.924447500000000,Async Serial,' '
0.924561000000000,Async Serial,4
0.924648500000000,Async Serial,5
0.924735500000000,Async Serial,' '
0.924849000000000,Async Serial,4
0.924936500000000,Async Serial,3
0.925023500000000,Async Serial,' '
0.925137000000000,Async Serial,4
0.925224500000000,Async Serial,1
0.925311500000000,Async Serial,' '
0.925425000000000,Async Serial,3
0.925512500000000,Async Serial,3
0.925599500000000,Async Serial,' '
0.925713000000000,Async Serial,3
0.925800500000000,Async Serial,5
0.925888000000000,Async Serial,' '
0.926001500000000,Async Serial,3
0.926088500000000,Async Serial,0
0.926176000000000,Async Serial,' '
0.926289500000000,Async Serial,4
0.926376500000000,Async Serial,3
0.926464000000000,Async Serial,' '
0.926577500000000,Async Serial,4
0.926664500000000,Async Serial,2
0.926752000000000,Async Serial,' '
0.926865500000000,Async Serial,4
0.926952500000000,Async Serial,2
0.927040000000000,Async Serial,' '
0.927153500000000,Async Serial,3
0.927241000000000,Async Serial,0
0.927328000000000,Async Serial,' '
0.927441500000000,Async Serial,3
0.927529000000000,Async Serial,7
0.927616000000000,Async Serial,' '
0.927729500000000,Async Serial,3
0.927817000000000,Async Serial,9
0.927904000000000,Async Serial,' '
0.928017500000000,Async Serial,3
0.928105000000000,Async Serial,1
0.928192000000000,Async Serial,' '
0.928305500000000,Async Serial,3
0.928393000000000,Async Serial,4
0.928480500000000,Async Serial,' '
0.928594000000000,Async Serial,3
0.928681000000000,Async Serial,3
0.928768500000000,Async Serial,' '
0.928882000000000,Async Serial,9
0.928969000000000,Async Serial,3
0.929056500000000,Async Serial,' '
0.929170000000000,Async Serial,2
0.929257000000000,Async Serial,c
0.929344500000000,Async Serial,' '
0.929458000000000,Async Serial,8
0.929545000000000,Async Serial,0
0.929632500000000,Async Serial,' '
0.929746000000000,Async Serial,0
0.929833500000000,Async Serial,0
0.929920500000000,Async Serial,' '
0.930060000000000,Async Serial,\n
0.930147500000000,Async Serial,\r
0.930235000000000,Async Serial,0
0.930322000000000,Async Serial,4
0.930409500000000,Async Serial,0
0.930496500000000,Async Serial,0
0.930584000000000,Async Serial,3
0.930671000000000,Async Serial,6
0.930758500000000,Async Serial,a
0.930846000000000,Async Serial,0
0.930933000000000,Async Serial,:
0.931020500000000,Async Serial,' '
0.931134000000000,Async Serial,0
0.931221000000000,Async Serial,1
0.931308500000000,Async Serial,' '
0.931422000000000,Async Serial,0
0.931509000000000,Async Serial,2
0.931596500000000,Async Serial,' '
0.931710000000000,Async Serial,f
0.931797500000000,Async Serial,f
0.931884500000000,Async Serial,' '
0.931998000000000,Async Serial,f
0.932085500000000,Async Serial,f
0.932172500000000,Async Serial,' '
0.932260000000000,Async Serial,\n
0.932347000000000,Async Serial,\r
0.934390000000000,Async Serial,F
0.934477000000000,Async Serial,l
0.934564500000000,Async Serial,o
0.934651500000000,Async Serial,j
0.934739000000000,Async Serial,o
0.934826000000000,Async Serial,' '
0.934913500000000,Async Serial,A
0.935001000000000,Async Serial,p
0.935088000000000,Async Serial,p
0.935175500000000,Async Serial,' '
0.935262500000000,Async Serial,v
0.935350000000000,Async Serial,e
0.935437000000000,Async Serial,r
0.935524500000000,Async Serial,s
0.935612000000000,Async Serial,i
0.935699000000000,Async Serial,o
0.935786500000000,Async Serial,n
0.935873500000000,Async Serial,' '
0.935961000000000,Async Serial,3
0.936048500000000,Async Serial,5
0.936135500000000,Async Serial,COMMA
0.936223000000000,Async Serial,' '
0.936310000000000,Async Serial,W
0.936397500000000,Async Serial,F
0.936484500000000,Async Serial,W
0.936572000000000,Async Serial,' '
0.936659500000000,Async Serial,v
0.936746500000000,Async Serial,e
0.936834000000000,Async Serial,r
0.936921000000000,Async Serial,s
0.937008500000000,Async Serial,i
0.937095500000000,Async Serial,o
0.937183000000000,Async Serial,n
0.937270500000000,Async Serial,' '
0.937357500000000,Async Serial,2
0.937445000000000,Async Serial,c
0.937532000000000,Async Serial,0
0.937619500000000,Async Serial,2
0.937706500000000,Async Serial,0
0.937794000000000,Async Serial,0
0.937881500000000,Async Serial,\n
0.937968500000000,Async Serial,\r
0.938108500000000,Async Serial,B
0.938195500000000,Async Serial,o
0.938283000000000,Async Serial,o
0.938370000000000,Async Serial,t
0.938457500000000,Async Serial,' '
0.938544500000000,Async Serial,t
0.938632000000000,Async Serial,i
0.938719500000000,Async Serial,m
0.938806500000000,Async Serial,e
0.938894000000000,Async Serial,' '
0.938981000000000,Async Serial,0
0.939068500000000,Async Serial,\n
0.939155500000000,Async Serial,\r
0.939391500000000,Async Serial,T
0.939478500000000,Async Serial,i
0.939566000000000,Async Serial,m
0.939653500000000,Async Serial,e
0.939740500000000,Async Serial,' '
0.939828000000000,Async Serial,n
0.939915000000000,Async Serial,o
0.940002500000000,Async Serial,w
0.940089500000000,Async Serial,' '
0.940177000000000,Async Serial,' '
0.940264500000000,Async Serial,1
0.940351500000000,Async Serial,3
0.940439000000000,Async Serial,7
0.940526000000000,Async Serial,0
0.940613500000000,Async Serial,3
0.940701000000000,Async Serial,6
0.940788000000000,Async Serial,2
0.940875500000000,Async Serial,3
0.940962500000000,Async Serial,5
0.941050000000000,Async Serial,8
0.941137000000000,Async Serial,\n
0.941224500000000,Async Serial,\r
0.941364000000000,Async Serial,b
0.941451500000000,Async Serial,o
0.941538500000000,Async Serial,o
0.941626000000000,Async Serial,t
0.941713500000000,Async Serial,' '
0.941800500000000,Async Serial,r
0.941888000000000,Async Serial,e
0.941975000000000,Async Serial,a
0.942062500000000,Async Serial,s
0.942150000000000,Async Serial,o
0.942237000000000,Async Serial,n
0.942324500000000,Async Serial,:
0.942411500000000,Async Serial,' '
0.942499000000000,Async Serial,0
0.942586000000000,Async Serial,' '
0.942673500000000,Async Serial,-
0.942761000000000,Async Serial,' '
0.942848000000000,Async Serial,\n
0.942935500000000,Async Serial,\r
0.943083500000000,Async Serial,A
0.943171000000000,Async Serial,d
0.943258500000000,Async Serial,d
0.943345500000000,Async Serial,i
0.943433000000000,Async Serial,t
0.943520000000000,Async Serial,i
0.943607500000000,Async Serial,o
0.943695000000000,Async Serial,n
0.943782000000000,Async Serial,a
0.943869500000000,Async Serial,l
0.943956500000000,Async Serial,I
0.944044000000000,Async Serial,n
0.944131000000000,Async Serial,f
0.944218500000000,Async Serial,o
0.944306000000000,Async Serial,:
0.944393000000000,Async Serial,' '
0.944480500000000,Async Serial,0
0.944567500000000,Async Serial,0
0.944655000000000,Async Serial,0
0.944742000000000,Async Serial,\n
0.944829500000000,Async Serial,\r
0.947221500000000,Async Serial,p
0.947308500000000,Async Serial,e
0.947396000000000,Async Serial,r
0.947483000000000,Async Serial,m
0.947570500000000,Async Serial,a
0.947657500000000,Async Serial,n
0.947745000000000,Async Serial,e
0.947832500000000,Async Serial,n
0.947919500000000,Async Serial,t
0.948007000000000,Async Serial,_
0.948094000000000,Async Serial,f
0.948181500000000,Async Serial,a
0.948268500000000,Async Serial,b
0.948356000000000,Async Serial,s
0.948443500000000,Async Serial,a
0.948530500000000,Async Serial,t
0.948618000000000,Async Serial,e
0.948705000000000,Async Serial,_
0.948792500000000,Async Serial,r
0.948879500000000,Async Serial,e
0.948967000000000,Async Serial,a
0.949054500000000,Async Serial,d
0.949141500000000,Async Serial,:
0.949229000000000,Async Serial,' '
0.949316000000000,Async Serial,0
0.949403500000000,Async Serial,' '
0.949491000000000,Async Serial,0
0.949578000000000,Async Serial,' '
0.949665500000000,Async Serial,0
0.949752500000000,Async Serial,\r
0.949840000000000,Async Serial,\n
0.949962000000000,Async Serial,f
0.950049500000000,Async Serial,a
0.950136500000000,Async Serial,b
0.950224000000000,Async Serial,S
0.950311500000000,Async Serial,t
0.950398500000000,Async Serial,a
0.950486000000000,Async Serial,t
0.950573000000000,Async Serial,e
0.950660500000000,Async Serial,' '
0.950747500000000,Async Serial,e
0.950835000000000,Async Serial,x
0.950922500000000,Async Serial,t
0.951009500000000,Async Serial,F
0.951097000000000,Async Serial,l
0.951184000000000,Async Serial,a
0.951271500000000,Async Serial,s
0.951359000000000,Async Serial,h
0.951446000000000,Async Serial,:
0.951533500000000,Async Serial,' '
0.951655500000000,Async Serial,0
0.951743000000000,Async Serial,x
0.951830000000000,Async Serial,0
0.951917500000000,Async Serial,0
0.952004500000000,Async Serial,\n
0.952092000000000,Async Serial,\r
0.955356500000000,Async Serial,n
0.955444000000000,Async Serial,o
0.955531000000000,Async Serial,' '
0.955618500000000,Async Serial,s
0.955705500000000,Async Serial,p
0.955793000000000,Async Serial,i
0.955880500000000,Async Serial,' '
0.955967500000000,Async Serial,k
0.956055000000000,Async Serial,e
0.956142000000000,Async Serial,y
0.956229500000000,Async Serial,\n
0.956317000000000,Async Serial,\r
0.960576500000000,Async Serial,D
0.960664000000000,Async Serial,i
0.960751000000000,Async Serial,s
0.960838500000000,Async Serial,a
0.960925500000000,Async Serial,b
0.961013000000000,Async Serial,l
0.961100000000000,Async Serial,i
0.961187500000000,Async Serial,n
0.961275000000000,Async Serial,g
0.961362000000000,Async Serial,' '
0.961449500000000,Async Serial,S
0.961536500000000,Async Serial,t
0.961624000000000,Async Serial,a
0.961711000000000,Async Serial,n
0.961798500000000,Async Serial,d
0.961886000000000,Async Serial,b
0.961973000000000,Async Serial,y
0.962060500000000,Async Serial,' '
0.962147500000000,Async Serial,f
0.962235000000000,Async Serial,o
0.962322500000000,Async Serial,r
0.962409500000000,Async Serial,' '
0.962497000000000,Async Serial,1
0.962584000000000,Async Serial,5
0.962671500000000,Async Serial,' '
0.962758500000000,Async Serial,s
0.962846000000000,Async Serial,e
0.962933500000000,Async Serial,c
0.963020500000000,Async Serial,o
0.963108000000000,Async Serial,n
0.963195000000000,Async Serial,d
0.963282500000000,Async Serial,s
0.963369500000000,Async Serial,.
0.963457000000000,Async Serial,\n
0.963544500000000,Async Serial,\r
0.967097000000000,Async Serial,\n
0.967184500000000,Async Serial,\r
0.967271500000000,Async Serial,0
0.967359000000000,Async Serial,4
0.967446000000000,Async Serial,0
0.967533500000000,Async Serial,0
0.967620500000000,Async Serial,3
0.967708000000000,Async Serial,6
0.967795500000000,Async Serial,6
0.967882500000000,Async Serial,0
0.967970000000000,Async Serial,:
0.968057000000000,Async Serial,' '
0.968144500000000,Async Serial,' '
0.968231500000000,Async Serial,' '
0.968319000000000,Async Serial,' '
0.968406500000000,Async Serial,' '
0.968493500000000,Async Serial,' '
0.968581000000000,Async Serial,' '
0.968668000000000,Async Serial,' '
0.968755500000000,Async Serial,' '
0.968843000000000,Async Serial,' '
0.968930000000000,Async Serial,' '
0.969017500000000,Async Serial,' '
0.969104500000000,Async Serial,' '
0.969192000000000,Async Serial,' '
0.969279000000000,Async Serial,' '
0.969366500000000,Async Serial,' '
0.969454000000000,Async Serial,' '
0.969541000000000,Async Serial,' '
0.969628500000000,Async Serial,' '
0.969715500000000,Async Serial,' '
0.969803000000000,Async Serial,' '
0.969890000000000,Async Serial,' '
0.969977500000000,Async Serial,' '
0.970065000000000,Async Serial,' '
0.970152000000000,Async Serial,' '
0.970239500000000,Async Serial,' '
0.970326500000000,Async Serial,' '
0.970414000000000,Async Serial,' '
0.970501000000000,Async Serial,' '
0.970588500000000,Async Serial,' '
0.970676000000000,Async Serial,' '
0.970763000000000,Async Serial,' '
0.970850500000000,Async Serial,' '
0.970937500000000,Async Serial,' '
0.971025000000000,Async Serial,' '
0.971112500000000,Async Serial,' '
0.971199500000000,Async Serial,' '
0.971287000000000,Async Serial,' '
0.971374000000000,Async Serial,' '
0.971461500000000,Async Serial,' '
0.971548500000000,Async Serial,' '
0.971636000000000,Async Serial,' '
0.971723500000000,Async Serial,' '
0.971810500000000,Async Serial,' '
0.971898000000000,Async Serial,' '
0.971985000000000,Async Serial,' '
0.972072500000000,Async Serial,' '
0.972159500000000,Async Serial,' '
0.972247000000000,Async Serial,' '
0.972334500000000,Async Serial,' '
0.972421500000000,Async Serial,' '
0.972509000000000,Async Serial,' '
0.972596000000000,Async Serial,' '
0.972683500000000,Async Serial,' '
0.972771000000000,Async Serial,' '
0.972858000000000,Async Serial,' '
0.972945500000000,Async Serial,' '
0.973032500000000,Async Serial,' '
0.973120000000000,Async Serial,' '
0.973207000000000,Async Serial,' '
0.973294500000000,Async Serial,' '
0.973416500000000,Async Serial,2
0.973504000000000,Async Serial,0
0.973591500000000,Async Serial,' '
0.973713500000000,Async Serial,f
0.973801000000000,Async Serial,8
0.973888000000000,Async Serial,' '
0.974010500000000,Async Serial,5
0.974097500000000,Async Serial,e
0.974185000000000,Async Serial,' '
0.974307000000000,Async Serial,a
0.974394500000000,Async Serial,a
0.974481500000000,Async Serial,' '
0.974604000000000,Async Serial,d
0.974691000000000,Async Serial,5
0.974778500000000,Async Serial,' '
0.974900500000000,Async Serial,a
0.974988000000000,Async Serial,3
0.975075000000000,Async Serial,' '
0.975197500000000,Async Serial,f
0.975284500000000,Async Serial,f
0.975372000000000,Async Serial,' '
0.975494000000000,Async Serial,f
0.975581500000000,Async Serial,f
0.975669000000000,Async Serial,' '
0.975791000000000,Async Serial,3
0.975878500000000,Async Serial,1
0.975965500000000,Async Serial,' '
0.976087500000000,Async Serial,3
0.976175000000000,Async Serial,6
0.976262500000000,Async Serial,' '
0.976384500000000,Async Serial,4
0.976472000000000,Async Serial,3
0.976559000000000,Async Serial,' '
0.976681500000000,Async Serial,4
0.976768500000000,Async Serial,5
0.976856000000000,Async Serial,' '
0.977004500000000,Async Serial,\n
0.977091500000000,Async Serial,\r
0.977179000000000,Async Serial,0
0.977266000000000,Async Serial,4
0.977353500000000,Async Serial,0
0.977440500000000,Async Serial,0
0.977528000000000,Async Serial,3
0.977615500000000,Async Serial,6
0.977702500000000,Async Serial,8
0.977790000000000,Async Serial,0
0.977877000000000,Async Serial,:
0.977964500000000,Async Serial,' '
0.978086500000000,Async Serial,4
0.978174000000000,Async Serial,2
0.978261000000000,Async Serial,' '
0.978383500000000,Async Serial,3
0.978470500000000,Async Serial,7
0.978558000000000,Async Serial,' '
0.978680000000000,Async Serial,3
0.978767500000000,Async Serial,6
0.978855000000000,Async Serial,' '
0.978977000000000,Async Serial,3
0.979064500000000,Async Serial,9
0.979151500000000,Async Serial,' '
0.979274000000000,Async Serial,4
0.979361000000000,Async Serial,1
0.979448500000000,Async Serial,' '
0.979570500000000,Async Serial,3
0.979658000000000,Async Serial,6
0.979745000000000,Async Serial,' '
0.979867500000000,Async Serial,4
0.979954500000000,Async Serial,6
0.980042000000000,Async Serial,' '
0.980164000000000,Async Serial,4
0.980251500000000,Async Serial,1
0.980338500000000,Async Serial,' '
0.980461000000000,Async Serial,4
0.980548000000000,Async Serial,5
0.980635500000000,Async Serial,' '
0.980757500000000,Async Serial,3
0.980845000000000,Async Serial,2
0.980932500000000,Async Serial,' '
0.981054500000000,Async Serial,3
0.981142000000000,Async Serial,3
0.981229000000000,Async Serial,' '
0.981351500000000,Async Serial,3
0.981438500000000,Async Serial,3
0.981526000000000,Async Serial,' '
0.981648000000000,Async Serial,3
0.981735500000000,Async Serial,1
0.981822500000000,Async Serial,' '
0.981945000000000,Async Serial,4
0.982032000000000,Async Serial,5
0.982119500000000,Async Serial,' '
0.982241500000000,Async Serial,4
0.982329000000000,Async Serial,3
0.982416000000000,Async Serial,' '
0.982538500000000,Async Serial,4
0.982625500000000,Async Serial,1
0.982713000000000,Async Serial,' '
0.982835000000000,Async Serial,3
0.982922500000000,Async Serial,3
0.983010000000000,Async Serial,' '
0.983132000000000,Async Serial,3
0.983219500000000,Async Serial,5
0.983306500000000,Async Serial,' '
0.983429000000000,Async Serial,3
0.983516000000000,Async Serial,0
0.983603500000000,Async Serial,' '
0.983725500000000,Async Serial,4
0.983813000000000,Async Serial,3
0.983900000000000,Async Serial,' '
0.984022500000000,Async Serial,4
0.984109500000000,Async Serial,2
0.984197000000000,Async Serial,' '
0.984319000000000,Async Serial,4
0.984406500000000,Async Serial,2
0.984493500000000,Async Serial,' '
0.984616000000000,Async Serial,3
0.984703000000000,Async Serial,0
0.984790500000000,Async Serial,' '
0.984912500000000,Async Serial,3
0.985000000000000,Async Serial,7
0.985087500000000,Async Serial,' '
0.985209500000000,Async Serial,3
0.985296500000000,Async Serial,9
0.985384000000000,Async Serial,' '
0.985506000000000,Async Serial,3
0.985593500000000,Async Serial,1
0.985681000000000,Async Serial,' '
0.985803000000000,Async Serial,3
0.985890500000000,Async Serial,4
0.985977500000000,Async Serial,' '
0.986100000000000,Async Serial,3
0.986187000000000,Async Serial,3
0.986274500000000,Async Serial,' '
0.986396500000000,Async Serial,9
0.986484000000000,Async Serial,3
0.986571000000000,Async Serial,' '
0.986693500000000,Async Serial,2
0.986780500000000,Async Serial,c
0.986868000000000,Async Serial,' '
0.986990000000000,Async Serial,8
0.987077500000000,Async Serial,0
0.987164500000000,Async Serial,' '
0.987287000000000,Async Serial,0
0.987374000000000,Async Serial,0
0.987461500000000,Async Serial,' '
0.987610000000000,Async Serial,\n
0.987697000000000,Async Serial,\r
0.987784500000000,Async Serial,0
0.987872000000000,Async Serial,4
0.987959000000000,Async Serial,0
0.988046500000000,Async Serial,0
0.988133500000000,Async Serial,3
0.988221000000000,Async Serial,6
0.988308000000000,Async Serial,a
0.988395500000000,Async Serial,0
0.988483000000000,Async Serial,:
0.988570000000000,Async Serial,' '
0.988692500000000,Async Serial,0
0.988779500000000,Async Serial,1
0.988867000000000,Async Serial,' '
0.988989000000000,Async Serial,0
0.989076500000000,Async Serial,2
0.989163500000000,Async Serial,' '
0.989286000000000,Async Serial,f
0.989373000000000,Async Serial,f
0.989460500000000,Async Serial,' '
0.989582500000000,Async Serial,f
0.989670000000000,Async Serial,f
0.989757000000000,Async Serial,' '
0.989844500000000,Async Serial,\n
0.989932000000000,Async Serial,\r
0.990132500000000,Async Serial,M
0.990220000000000,Async Serial,A
0.990307000000000,Async Serial,C
0.990394500000000,Async Serial,' '
0.990481500000000,Async Serial,a
0.990569000000000,Async Serial,d
0.990656500000000,Async Serial,d
0.990743500000000,Async Serial,r
0.990831000000000,Async Serial,e
0.990918000000000,Async Serial,s
0.991005500000000,Async Serial,s
0.991092500000000,Async Serial,.
0.991180000000000,Async Serial,.
0.991267500000000,Async Serial,.
0.991354500000000,Async Serial,.
0.991442000000000,Async Serial,.
0.991529000000000,Async Serial,.
0.991616500000000,Async Serial,.
0.991704000000000,Async Serial,.
0.991791000000000,Async Serial,.
0.991878500000000,Async Serial,.
0.991965500000000,Async Serial,.
0.992053000000000,Async Serial,.
0.992140000000000,Async Serial,.
0.992227500000000,Async Serial,.
0.992315000000000,Async Serial,.
0.992402000000000,Async Serial,.
0.992489500000000,Async Serial,.
0.992576500000000,Async Serial,.
0.992664000000000,Async Serial,.
0.992751000000000,Async Serial,.
0.992838500000000,Async Serial,.
0.993170000000000,Async Serial,2
0.993257500000000,Async Serial,0
0.993345000000000,Async Serial,:
0.993432000000000,Async Serial,f
0.993519500000000,Async Serial,8
0.993606500000000,Async Serial,:
0.993694000000000,Async Serial,5
0.993781000000000,Async Serial,e
0.993868500000000,Async Serial,:
0.993956000000000,Async Serial,a
0.994043000000000,Async Serial,a
0.994130500000000,Async Serial,:
0.994217500000000,Async Serial,d
0.994305000000000,Async Serial,5
0.994392500000000,Async Serial,:
0.994479500000000,Async Serial,a
0.994567000000000,Async Serial,3
0.994654000000000,Async Serial,.
0.994741500000000,Async Serial,.
0.994828500000000,Async Serial,.
0.994916000000000,Async Serial,.
0.995003500000000,Async Serial,.
0.995090500000000,Async Serial,.
0.995178000000000,Async Serial,.
